,customer,invoice_date,qty_shipped,item,description,item_price,customer,industry,contact_owner,lifetime_sales,first_sale,county,market_opportunity,%_market_opp
5108,4BARPD,2017-08-31,1.0,PB47UINT13,PRO-GARD PUSH BUMPER,290.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
5109,4BARPD,2017-08-31,1.0,PNT1CRV05,SOS CURVED SURFACED ADAPTORS,10.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
5110,4BARPD,2017-08-31,2.0,XT304RRBB,CODE 3 EXTREME QUAD 3-HEAD,295.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
5111,4BARPD,2017-08-31,1.0,CITADEL-EXI,CODE 3 CITADEL REAR SPLR LED,900.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
5112,1CHECS,2017-05-31,1.0,CF-3117-01KM,PANASONIC CF-3113.1IN XGA TGHB,3594.24,1CHECS,Law Enforcement,Jessica Spindler,137983.45,11/01/1999,Cheboygan,64817.0,0.402
5113,1KAMPS,2017-04-28,1.0,018936-001,MOUNTING CLAMP (SET),90.0,1KAMPS,Manufacturing,Pat McBride,64718.0,2/20/2012,Kent,1601574.0,0.421
5114,7MANDE,2017-04-21,2.0,ICT2412-15A,"ICT - CONVERTER, 24-12 VDC",115.9,7MANDE,Construction,Jessica Spindler,17639.41,11/01/1999,Charlevoix,68747.0,0.192
5115,1HERMI,2017-05-05,2.0,AAH02RDC9VA1,MOTO XPR3300E 403-512 4W NKP,515.0,1HERMI,Manufacturing,Kelly Hoek,77184.54,11/01/1999,Ottawa,825673.0,0.309
5116,1HERMI,2017-05-05,1.0,AAH02RDC9VA1,MOTO XPR3300E 403-512 4W NKP,515.0,1HERMI,Manufacturing,Kelly Hoek,77184.54,11/01/1999,Ottawa,825673.0,0.309
5121,1NORSF,2017-04-14,1.0,PMKN4074,"MOTO KIT,CABLE,MOTOTRBO REMOTE",50.0,1NORSF,Fire & EMS,Pat McBride,46983.07,11/01/1999,Muskegon,281690.0,0.176
5122,1NORSF,2017-04-14,1.0,PMLN5404,MOTOTRBO REMOTE MNT. KIT,99.0,1NORSF,Fire & EMS,Pat McBride,46983.07,11/01/1999,Muskegon,281690.0,0.176
5126,7MUNME,2017-04-28,2.0,UT-3302,DCB ENCRYPTED ETHERNET TUNNEL,389.0,7MUNME,Healthcare,Jessica Spindler,195886.44,11/01/1999,Grand Traverse,215459.0,0.205
5132,7HODDO,2017-05-05,1.0,RKN4136,MOTO IGNITION SWITCH CABLE,35.0,7HODDO,Construction,Jessica Spindler,25349.62,11/01/1999,Charlevoix,68747.0,0.192
5133,7HODDO,2017-05-05,1.0,K794,THICK MOUNTING KIT,21.75,7HODDO,Construction,Jessica Spindler,25349.62,11/01/1999,Charlevoix,68747.0,0.192
5134,7HODDO,2017-05-05,1.0,HAE4003,UNITY GAIN ANT KIT-ROOF MNT.,20.0,7HODDO,Construction,Jessica Spindler,25349.62,11/01/1999,Charlevoix,68747.0,0.192
5135,4STJOS,2017-05-26,2.0,TRX6R,CODE3 T-REX LED LIGHTS,90.0,4STJOS,Law Enforcement,Tom Gillespie,151637.87,11/01/1999,Berrien,510290.0,0.291
5136,4STJOS,2017-05-26,2.0,TRX6B,CODE3 T-REX LED LIGHTS,90.0,4STJOS,Law Enforcement,Tom Gillespie,151637.87,11/01/1999,Berrien,510290.0,0.291
5137,4STJOS,2017-05-26,1.0,MISC25,MISCELLANEOUS HARDWARE,6.58,4STJOS,Law Enforcement,Tom Gillespie,151637.87,11/01/1999,Berrien,510290.0,0.291
5138,4STJOS,2017-05-26,1.0,POLARISSW,POLARIS SWITCH ILLUMINATED,80.0,4STJOS,Law Enforcement,Tom Gillespie,151637.87,11/01/1999,Berrien,510290.0,0.291
5139,4STJOS,2017-05-26,1.0,3930,CODE3 BASIC 100 WATT SCORPION™,250.0,4STJOS,Law Enforcement,Tom Gillespie,151637.87,11/01/1999,Berrien,510290.0,0.291
5140,4STJOS,2017-05-26,1.0,ES100C,FED SIG EMERG SPKR 100W,220.0,4STJOS,Law Enforcement,Tom Gillespie,151637.87,11/01/1999,Berrien,510290.0,0.291
5141,4STJOS,2017-05-26,1.0,ESBU,ES100 UNIVERSAL BAIL BRACKET,25.0,4STJOS,Law Enforcement,Tom Gillespie,151637.87,11/01/1999,Berrien,510290.0,0.291
5142,1OTMEM,2017-09-29,3.0,RKN4136,MOTO IGNITION SWITCH CABLE,35.0,1OTMEM,Religious Institutions,Jessica Spindler,67379.5,1/29/2014,Grand Traverse,215459.0,0.205
5143,1OTMEM,2017-09-29,1.0,CLN1856,2620-24 ETHERNET SWITCH,2250.0,1OTMEM,Religious Institutions,Jessica Spindler,67379.5,1/29/2014,Grand Traverse,215459.0,0.205
5144,1OTMEM,2017-09-29,1.0,L3499B,MOTO MIP5000 VOIP DISPATCH SW,10500.0,1OTMEM,Religious Institutions,Jessica Spindler,67379.5,1/29/2014,Grand Traverse,215459.0,0.205
5145,1OTMEM,2017-09-29,1.0,DDN1244,DUAL IRR SW USB HASP W/LICENSE,2935.0,1OTMEM,Religious Institutions,Jessica Spindler,67379.5,1/29/2014,Grand Traverse,215459.0,0.205
5146,1OTMEM,2017-09-29,3.0,DDN8900,MOTO MIP5000 RACKMOUNT KIT,225.0,1OTMEM,Religious Institutions,Jessica Spindler,67379.5,1/29/2014,Grand Traverse,215459.0,0.205
5147,1OTMEM,2017-09-29,2.0,RS1215,TRIPP LITE 19 POWER STRIP-INCH,100.0,1OTMEM,Religious Institutions,Jessica Spindler,67379.5,1/29/2014,Grand Traverse,215459.0,0.205
5148,1OTMEM,2017-09-29,3.0,SH2389,BUD IND. SLIDING SHELF NONVENT,130.0,1OTMEM,Religious Institutions,Jessica Spindler,67379.5,1/29/2014,Grand Traverse,215459.0,0.205
5149,1OTMEM,2017-09-29,3.0,DDN9867,MOTOTRBO DIRECT CONNECT CBLE,159.0,1OTMEM,Religious Institutions,Jessica Spindler,67379.5,1/29/2014,Grand Traverse,215459.0,0.205
5150,1OTMEM,2017-09-29,2.0,DDN8351,CONSOLETTE W9 DIRECT CABLE,100.0,1OTMEM,Religious Institutions,Jessica Spindler,67379.5,1/29/2014,Grand Traverse,215459.0,0.205
5151,1OTMEM,2017-09-29,3.0,L3276,MOTO TONE REMOTE ADAPTER,695.0,1OTMEM,Religious Institutions,Jessica Spindler,67379.5,1/29/2014,Grand Traverse,215459.0,0.205
5152,1OTMEM,2017-09-29,1.0,CDN6673,SET OF 2 SPEAKERS -CL,46.0,1OTMEM,Religious Institutions,Jessica Spindler,67379.5,1/29/2014,Grand Traverse,215459.0,0.205
5153,1OTMEM,2017-09-29,1.0,MISC30,PUNCHBLOCK,30.0,1OTMEM,Religious Institutions,Jessica Spindler,67379.5,1/29/2014,Grand Traverse,215459.0,0.205
5154,1OTMEM,2017-09-29,1.0,MISC50,MISCELLANEOUS HARDWARE,50.0,1OTMEM,Religious Institutions,Jessica Spindler,67379.5,1/29/2014,Grand Traverse,215459.0,0.205
5155,1RICOR,2017-05-12,7.0,NNTN4497,LIION BATTERY 2190 MAH,85.0,1RICOR,Agriculture,Kelly Hoek,185.33,11/01/1999,Ottawa,825673.0,0.309
5156,1RICOR,2017-05-12,6.0,HLN8255,SPRING BELT CLIP,6.0,1RICOR,Agriculture,Kelly Hoek,185.33,11/01/1999,Ottawa,825673.0,0.309
5157,1HAWOR,2017-04-28,1.0,AAH56RDN9WA1,MOTO XPR7550E 403-512 4W FKP,799.0,1HAWOR,Manufacturing,Kelly Hoek,78468.79,11/01/1999,Ottawa,825673.0,0.309
5158,4WYCCH,2017-05-26,2.0,AAH56RDC9RA1,MOTO XPR 7350E 403-512 4W,895.0,4WYCCH,Manufacturing,Tom Gillespie,46905.21,11/01/1999,Van Buren,165946.0,0.257
5159,4WYCCH,2017-05-26,2.0,QA04950,OPT:IMP TIA4950 HAZLOC LIION,75.0,4WYCCH,Manufacturing,Tom Gillespie,46905.21,11/01/1999,Van Buren,165946.0,0.257
5160,1HOLSD,2017-05-12,1.0,AAM01JQC9JC1,MOTO CM200D 136-174 45W MOBILE,448.0,1HOLSD,Government Services,Keith Johnson,8921.47,11/01/1999,Ottawa,825673.0,0.309
5161,1SYSFO,2017-05-12,13.0,AAH02RDC9VA1,MOTO XPR3300E 403-512 4W NKP,467.0,1SYSFO,Manufacturing,Skip Petrovich,10280.61,11/01/1999,Kent,1601574.0,0.421
5162,1SYSFO,2017-05-12,13.0,PMNN4491,MOTO BATT IMPRESS LIION IP68,85.0,1SYSFO,Manufacturing,Skip Petrovich,10280.61,11/01/1999,Kent,1601574.0,0.421
5163,1SYSFO,2017-05-12,1.0,WPLN4212,IMPRESS SIX UNIT GANG CHARGER,443.0,1SYSFO,Manufacturing,Skip Petrovich,10280.61,11/01/1999,Kent,1601574.0,0.421
5164,1SYSFO,2017-05-12,1.0,FCC LICENSING,FCC LICENSE MODIFICATION,300.0,1SYSFO,Manufacturing,Skip Petrovich,10280.61,11/01/1999,Kent,1601574.0,0.421
5165,1OCECR,2017-06-29,2.0,AAM28JQN9KA1,XPR5550 VHF MOBILE 45W 1000CH,716.0,1OCECR,Government Services,Pat McBride,45451.34,11/01/1999,Oceana,52020.0,0.359
5166,7HODDO,2017-05-05,1.0,AAM28QPN9WA1,MOTO XPR5500E 403-470 40W GOB,735.0,7HODDO,Construction,Jessica Spindler,25349.62,11/01/1999,Charlevoix,68747.0,0.192
5167,4NEWPD,2017-11-22,2.0,ENT2B3B,SOS INTERSECTOR UNDER MIRROR,150.0,4NEWPD,Law Enforcement,Tom Gillespie,78911.35,11/08/2002,Berrien,510290.0,0.291
5168,4NEWPD,2017-11-22,2.0,ENT2B3R,SOS INTERSECTOR UNDER MIRROR,150.0,4NEWPD,Law Enforcement,Tom Gillespie,78911.35,11/08/2002,Berrien,510290.0,0.291
5169,4NEWPD,2017-11-22,2.0,S4705UINT13,PRO-GARD REAR SEAT/STEEL SCRN,1100.0,4NEWPD,Law Enforcement,Tom Gillespie,78911.35,11/08/2002,Berrien,510290.0,0.291
5170,4NEWPD,2017-11-22,2.0,WB47NPUINT13,PRO-GARD REAR WINDOW ARMOR,220.0,4NEWPD,Law Enforcement,Tom Gillespie,78911.35,11/08/2002,Berrien,510290.0,0.291
5171,4NEWPD,2017-11-22,3.0,MISC100,MISCELLANEOUS HARDWARE,100.0,4NEWPD,Law Enforcement,Tom Gillespie,78911.35,11/08/2002,Berrien,510290.0,0.291
5172,4NEWPD,2017-11-22,2.0,PNT1CRV05,SOS CURVED SURFACED ADAPTORS,10.0,4NEWPD,Law Enforcement,Tom Gillespie,78911.35,11/08/2002,Berrien,510290.0,0.291
5173,4NEWPD,2017-11-22,2.0,RRA4983,ANTENNA/ MOBILE 806-900 MHZ,57.5,4NEWPD,Law Enforcement,Tom Gillespie,78911.35,11/08/2002,Berrien,510290.0,0.291
5174,4NEWPD,2017-11-22,2.0,PB47UINT16,PRO-GARD STD PUSH BUMPER,290.0,4NEWPD,Law Enforcement,Tom Gillespie,78911.35,11/08/2002,Berrien,510290.0,0.291
5175,4BARPD,2017-08-31,1.0,SV999U-2W,CODE 3 SUPERVISOR U 8 MODULE,900.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
5178,1ROSCA,2017-05-12,3.0,AAH01QDC9JA2,MOTO CP200D UHF 4W ND,465.0,1ROSCA,Manufacturing,Skip Petrovich,62902.0,4/13/2011,Kent,1601574.0,0.421
5179,1ROSCA,2017-05-12,3.0,NNTN4497,LIION BATTERY 2190 MAH,60.0,1ROSCA,Manufacturing,Skip Petrovich,62902.0,4/13/2011,Kent,1601574.0,0.421
5180,1ROSCA,2017-04-28,2.0,AAH01QDC9JA2,MOTO CP200D UHF 4W ND,465.0,1ROSCA,Manufacturing,Skip Petrovich,62902.0,4/13/2011,Kent,1601574.0,0.421
5181,1NUGEN,2017-06-29,1.0,AAM01QNC9JC1,MOTO CM200D 403-470 25W MOBILE,451.0,1NUGEN,Mining & Materials,Kelly Hoek,3793.51,2/09/2017,Muskegon,281690.0,0.176
5182,1AVOAU,2017-05-31,3.0,AAH02RDH9VA1,MOTO XPR 3500E 403-512 4W LKP,530.0,1AVOAU,Manufacturing,Jessica Spindler,88586.35,9/29/2008,Wexford,67091.0,0.114
5183,1AVOAU,2017-05-31,3.0,PMMN4076,MOTO RSM SMALL 3.5 JACK MIC,75.0,1AVOAU,Manufacturing,Jessica Spindler,88586.35,9/29/2008,Wexford,67091.0,0.114
5184,1AVOAU,2017-05-31,3.0,PMLN4651,"BELT CLIP 2"" FOR MOTOTRBO",11.0,1AVOAU,Manufacturing,Jessica Spindler,88586.35,9/29/2008,Wexford,67091.0,0.114
5185,1ROSCA,2017-04-28,2.0,QA00531,MICROPHONE OPTION (PMMN4013),73.5,1ROSCA,Manufacturing,Skip Petrovich,62902.0,4/13/2011,Kent,1601574.0,0.421
5186,1ROSCA,2017-05-12,3.0,QA00531,MICROPHONE OPTION (PMMN4013),73.5,1ROSCA,Manufacturing,Skip Petrovich,62902.0,4/13/2011,Kent,1601574.0,0.421
5187,1NUGEN,2017-06-29,1.0,MISC25,MISCELLANEOUS HARDWARE,25.0,1NUGEN,Mining & Materials,Kelly Hoek,3793.51,2/09/2017,Muskegon,281690.0,0.176
5188,1GORFO,2017-05-12,1.0,AAR10QCGANQ1AN,MOTO SLR 5700 403-470 1-50W,2560.0,1GORFO,Manufacturing,Skip Petrovich,27801.31,11/01/1999,Kent,1601574.0,0.421
5189,1NORAI,2017-05-12,1.0,AAH56RDC9RA1,MOTO XPR 7350E 403-512 4W,958.0,1NORAI,Transportation,Skip Petrovich,8734.87,11/01/1999,Kent,1601574.0,0.421
5190,1NORAI,2017-05-12,1.0,PMMN4025,IMPRES REMOTE SPEAKER MIC,80.0,1NORAI,Transportation,Skip Petrovich,8734.87,11/01/1999,Kent,1601574.0,0.421
5191,1ARCBG,2017-05-19,19.0,AAH84RCS8AA1,BPR40 UHF 450-470 8CH 4W,225.0,1ARCBG,Hospitality,Jessica Spindler,13119.42,11/01/1999,Manistee,62275.0,0.39
5192,1AVOAU,2017-05-05,2.0,AAH02RDH9VA1,MOTO XPR 3500E 403-512 4W LKP,530.0,1AVOAU,Manufacturing,Jessica Spindler,88586.35,9/29/2008,Wexford,67091.0,0.114
5193,1AVOAU,2017-05-05,2.0,PMMN4076,MOTO RSM SMALL 3.5 JACK MIC,75.0,1AVOAU,Manufacturing,Jessica Spindler,88586.35,9/29/2008,Wexford,67091.0,0.114
5194,1AVOAU,2017-05-05,2.0,PMLN4651,"BELT CLIP 2"" FOR MOTOTRBO",11.0,1AVOAU,Manufacturing,Jessica Spindler,88586.35,9/29/2008,Wexford,67091.0,0.114
5201,1OTSEG,2017-05-31,3.0,AAM01JQH9JC1,MOTO CM300D VHF 45W DASH MT,495.0,1OTSEG,Fire & EMS,Jessica Spindler,373313.3,7/23/2013,Otsego,63870.0,0.134
5202,1OTSEG,2017-05-31,3.0,HAD4008,ANTENNA KIT QUARTER WAVE,22.0,1OTSEG,Fire & EMS,Jessica Spindler,373313.3,7/23/2013,Otsego,63870.0,0.134
5203,1OTSEG,2017-05-31,3.0,HKN9327,MOTO IGNITIONS SENS KIT,15.0,1OTSEG,Fire & EMS,Jessica Spindler,373313.3,7/23/2013,Otsego,63870.0,0.134
5205,1MAGEG,2017-06-02,10.0,AAH01QDC9JA2,MOTO CP200D UHF 4W ND,391.0,1MAGEG,Manufacturing,Kelly Hoek,64819.54,5/19/2017,Ottawa,825673.0,0.309
5206,1MASFL,2017-05-12,3.0,AAH01QDC9JA2,MOTO CP200D UHF 4W ND,481.0,1MASFL,Agriculture,Skip Petrovich,7489.31,3/30/2007,Kent,1601574.0,0.421
5207,1RICOR,2017-05-12,2.0,PMPN4173,MOTO CHGR DESKTOP SINGLE UNIT,57.75,1RICOR,Agriculture,Kelly Hoek,185.33,11/01/1999,Ottawa,825673.0,0.309
5208,4CHTPD,2017-07-28,1.0,ACINBHG,"TROY 4"" INTL BEV HOLDER W/FNGR",60.0,4CHTPD,Law Enforcement,Tom Gillespie,11540.65,10/01/2003,Berrien,510290.0,0.291
5209,4BARPD,2017-08-31,1.0,LPS137,HAVIS 90W PWR SUPPLY USE W/,95.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
5210,1OTMEM,2017-09-29,3.0,AAM28JQN9WA1,MOTO XPR 5550E 136-174 45W GOB,818.0,1OTMEM,Religious Institutions,Jessica Spindler,67379.5,1/29/2014,Grand Traverse,215459.0,0.205
5211,4BERSH,2017-06-20,1.0,119060RBO,SHO-ME MICROLITE 2 HEAD KIT,195.0,4BERSH,Government Services,Tom Gillespie,563431.43,11/01/1999,Berrien,510290.0,0.291
5212,4STJOS,2017-05-26,1.0,C5590CRB,"CODE3 RELEX BEACON, CLEAR LENS",360.0,4STJOS,Law Enforcement,Tom Gillespie,151637.87,11/01/1999,Berrien,510290.0,0.291
5213,1WATPD,2017-05-12,1.0,S47UINT13,PRO-GARD PLASTIC SEAT,513.0,1WATPD,Law Enforcement,Tom Gillespie,20609.54,9/29/2008,Berrien,510290.0,0.291
5214,1WATPD,2017-05-12,1.0,4S4713UINT,PROGARD REAR SEAT HARDWARE,313.0,1WATPD,Law Enforcement,Tom Gillespie,20609.54,9/29/2008,Berrien,510290.0,0.291
5215,1STEEL,2017-05-19,10.0,AAH02RDC9VA1,MOTO XPR3300E 403-512 4W NKP,514.0,1STEEL,Manufacturing,Skip Petrovich,40762.32,11/01/1999,Kent,1601574.0,0.421
5216,1STEEL,2017-05-19,10.0,PMMN4073,"IMPRESS RSM,SMALL 3.5 JACK",80.0,1STEEL,Manufacturing,Skip Petrovich,40762.32,11/01/1999,Kent,1601574.0,0.421
5217,4STJOS,2017-05-26,1.0,445585,"FUSE PANEL, ATC 8 POSITION",18.42,4STJOS,Law Enforcement,Tom Gillespie,151637.87,11/01/1999,Berrien,510290.0,0.291
5219,1HERMI,2017-05-26,1.0,AAH02RDC9VA1,MOTO XPR3300E 403-512 4W NKP,515.0,1HERMI,Manufacturing,Kelly Hoek,77184.54,11/01/1999,Ottawa,825673.0,0.309
5220,1HOLSD,2017-05-31,1.0,AAM01JQC9JC1,MOTO CM200D 136-174 45W MOBILE,448.0,1HOLSD,Government Services,Keith Johnson,8921.47,11/01/1999,Ottawa,825673.0,0.309
5221,1POKPP,2017-07-28,1.0,TRX6R,CODE3 T-REX LED LIGHTS,90.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5222,1POKPP,2017-07-28,1.0,TRX6B,CODE3 T-REX LED LIGHTS,90.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5223,1POKPP,2017-07-28,1.0,SV888U,CODE 3 SUPERVISOR UNIV,650.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5224,1POKPP,2017-07-28,1.0,MISC50,MISCELLANEOUS HARDWARE,50.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5225,1POKPP,2017-07-21,1.0,TRX6R,CODE3 T-REX LED LIGHTS,90.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5226,1POKPP,2017-07-21,1.0,TRX6B,CODE3 T-REX LED LIGHTS,90.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5227,1POKPP,2017-07-21,1.0,SV888U,CODE 3 SUPERVISOR UNIV,650.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5228,1POKPP,2017-07-21,1.0,MISC50,MISCELLANEOUS HARDWARE,50.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5229,1AVOAU,2017-05-31,2.0,AAH02RDH9VA1,MOTO XPR 3500E 403-512 4W LKP,530.0,1AVOAU,Manufacturing,Jessica Spindler,88586.35,9/29/2008,Wexford,67091.0,0.114
5230,1AVOAU,2017-05-31,2.0,PMMN4076,MOTO RSM SMALL 3.5 JACK MIC,75.0,1AVOAU,Manufacturing,Jessica Spindler,88586.35,9/29/2008,Wexford,67091.0,0.114
5231,1AVOAU,2017-05-31,2.0,PMLN4651,"BELT CLIP 2"" FOR MOTOTRBO",11.0,1AVOAU,Manufacturing,Jessica Spindler,88586.35,9/29/2008,Wexford,67091.0,0.114
5232,1POKPP,2017-08-11,1.0,ES100C,FED SIG EMERG SPKR 100W,225.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5233,1POKPP,2017-08-11,1.0,ESBU,ES100 UNIVERSAL BAIL BRACKET,25.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5234,1POKPP,2017-08-11,1.0,3892L6,CODE 3 MASTERCOM B SIREN,420.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5235,1POKPP,2017-08-11,6.0,ULT6-RB,CODE 3 6-LED THIN SURFACE MNT,120.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5236,1POKPP,2017-08-11,1.0,DS604DS,GUN RACK W/DUAL VERT. MOUNT,330.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5237,1POKPP,2017-08-11,1.0,RRA4983,ANTENNA/ MOBILE 806-900 MHZ,57.5,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5238,1POKPP,2017-08-11,1.0,CCMC18,"TROY 18"" SLOPED CONSOLE",335.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5239,1POKPP,2017-08-11,1.0,FPC33892,FACEPLATE MASTERCOM,40.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5240,1POKPP,2017-08-11,2.0,FPBLNK2,FACE PLATE 2-INCH	EA-INCH,10.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5241,1POKPP,2017-08-11,3.0,FPBLNK1,"TROY FP 1"" BLANK",10.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5242,1POKPP,2017-08-11,1.0,ACINBHG,"TROY 4"" INTL BEV HOLDER W/FNGR",50.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5243,1POKPP,2017-08-11,1.0,MISC150,MISCELLANEOUS HARDWARE,150.0,1POKPP,Law Enforcement,Tom Gillespie,306781.47,12/30/2003,Cass,121875.0,0.073
5245,1MOTUS,2017-06-20,1.0,AAH01QDC9JC2,CP200D UHF 4W ND ANALOG,414.0,1MOTUS,Manufacturing,Kelly Hoek,29438.58,12/24/2014,Ottawa,825673.0,0.309
5246,1MOTUS,2017-06-20,1.0,QA00531,MICROPHONE OPTION (PMMN4013),73.5,1MOTUS,Manufacturing,Kelly Hoek,29438.58,12/24/2014,Ottawa,825673.0,0.309
5253,1COLQF,2017-05-26,2.0,QA00531,MICROPHONE OPTION (PMMN4013),73.5,1COLQF,Manufacturing,Pat McBride,23107.09,11/01/1999,Muskegon,281690.0,0.176
5254,1COLQF,2017-05-26,2.0,NNTN4497,LIION BATTERY 2190 MAH,85.0,1COLQF,Manufacturing,Pat McBride,23107.09,11/01/1999,Muskegon,281690.0,0.176
5255,1MASFL,2017-05-19,1.0,AAH01QDC9JA2,MOTO CP200D UHF 4W ND,481.0,1MASFL,Agriculture,Skip Petrovich,7489.31,3/30/2007,Kent,1601574.0,0.421
5256,1OTISD,2017-06-30,1.0,MISC150,MISCELLANEOUS HARDWARE,150.0,1OTISD,K12 Education,Keith Johnson,114334.56,9/20/2006,Ottawa,825673.0,0.309
5257,1AXIUM,2017-05-26,2.0,QA02773,ADD:IMPRESS WINDPORTING RSM,75.0,1AXIUM,Manufacturing,Tom Gillespie,4806.33,5/08/2017,Cass,121875.0,0.073
5258,4BARPD,2017-08-31,1.0,25202,STREAMLIGHT 20LP with 12V DC,115.0,4BARPD,Law Enforcement,Tom Gillespie,43683.63,4/13/2001,Berrien,510290.0,0.291
5259,1AXIUM,2017-05-26,2.0,AAH02RDC9VA1,MOTO XPR3300E 403-512 4W NKP,435.0,1AXIUM,Manufacturing,Tom Gillespie,4806.33,5/08/2017,Cass,121875.0,0.073
5260,4WYCCH,2017-05-26,2.0,QA02817,ADD:RSM W/3.5 NC FM (PMMN4050),95.0,4WYCCH,Manufacturing,Tom Gillespie,46905.21,11/01/1999,Van Buren,165946.0,0.257
5261,1OTSEG,2017-05-31,5.0,GS999CA,UNICATION G4/G5 CHARGER AMP,129.0,1OTSEG,Fire & EMS,Jessica Spindler,373313.3,7/23/2013,Otsego,63870.0,0.134
5262,1COLQF,2017-05-26,2.0,AAH01QDC9JA2,MOTO CP200D UHF 4W ND,481.0,1COLQF,Manufacturing,Pat McBride,23107.09,11/01/1999,Muskegon,281690.0,0.176
5263,1KEEBL,2017-05-19,2.0,AAH02RDC9VA1,MOTO XPR3300E 403-512 4W NKP,492.0,1KEEBL,Manufacturing,Skip Petrovich,94027.6,11/01/1999,Kent,1601574.0,0.421
5264,1KEEBL,2017-05-18,2.0,PMNN4491,MOTO BATT IMPRESS LIION IP68,90.0,1KEEBL,Manufacturing,Skip Petrovich,94027.6,11/01/1999,Kent,1601574.0,0.421
5265,1KEEBL,2017-05-18,2.0,PMNN4491,MOTO BATT IMPRESS LIION IP68,90.0,1KEEBL,Manufacturing,Skip Petrovich,94027.6,11/01/1999,Kent,1601574.0,0.421
5267,1FOURW,2017-05-26,60.0,PMNN4493,MOTO BATT IMPRESS LIION HE,110.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
5268,1FOURW,2017-05-26,300.0,AAH56RDN9WA1,MOTO XPR7550E 403-512 4W FKP,792.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
5269,1FOURW,2017-05-26,80.0,AAH56RDN9WA1,MOTO XPR7550E 403-512 4W FKP,792.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
5270,1FOURW,2017-05-26,300.0,H885CS,ADD: 2 YR SFS LITE,50.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
5271,1FOURW,2017-05-26,80.0,H885CS,ADD: 2 YR SFS LITE,50.0,1FOURW,Hospitality,Tom Gillespie,1123935.02,1/29/2008,Berrien,510290.0,0.291
5272,3PLAMA,2017-05-31,2.0,AAH01QDC9JC2,CP200D UHF 4W ND ANALOG,415.0,3PLAMA,Agriculture,Jessica Spindler,1745.0,1/24/2005,Leelanau,47091.0,0.015
5273,3PLAMA,2017-05-31,2.0,RLN5385,LEATHER CASE WITH 3 SWIVEL-INC,45.0,3PLAMA,Agriculture,Jessica Spindler,1745.0,1/24/2005,Leelanau,47091.0,0.015
5274,1OTSEG,2017-05-31,15.0,G5 DB PAGER,UNICATION G5 DUAL BAND PAGER,625.5,1OTSEG,Fire & EMS,Jessica Spindler,373313.3,7/23/2013,Otsego,63870.0,0.134
